name,experiment,overrides,device,batch_size,image_size,total_params_m,trainable_params_m,flops_g,macs_g,operations_backend,peak_cuda_memory_mb,warmup_iters,latency_iters,avg_forward_ms
jag26_prof_t7_resnet50_ef,resnet50_early_fusion_s1s2water,data.add_dem=false data.add_slope=false,cuda,1,256,245.002,245.002,279.153,139.576,thop,1425.283,5,20,9.830
