name,experiment,overrides,device,batch_size,image_size,total_params_m,trainable_params_m,flops_g,macs_g,operations_backend,peak_cuda_memory_mb,warmup_iters,latency_iters,avg_forward_ms
jag26_prof_t7_efficientnet_ma,efficientnetb4_mobilenetv3_s1s2water,data.add_dem=false data.add_slope=false model.encoder.optical_channels=4 model.encoder.sar_channels=2 model.fusion.fusion_type=xattn +model.fusion.xattn_components=spatial+channel +model.fusion.xattn_attention_type=ma +model.fusion.xattn_affinity_order=opt_sar +model.fusion.xattn_component_fusion=gated model.fusion.xattn_align_bias=false model.alignment_enabled=false model.alignment_target_weight=0.0 model.encoder.optical_model_name=efficientnet_b4 model.encoder.sar_model_name=efficientnet_b4 model.encoder.sar_pretrained=false,cuda,1,256,36.882,36.882,9.967,4.984,thop,174.854,5,20,23.346
