name,experiment,overrides,device,batch_size,image_size,total_params_m,trainable_params_m,flops_g,macs_g,operations_backend,peak_cuda_memory_mb,warmup_iters,latency_iters,avg_forward_ms
jag26_prof_s1s2_dualconcat,resnet50_resnet50_s1s2water,data.add_dem=false data.add_slope=false model.encoder.optical_channels=4 model.encoder.sar_channels=2 model.fusion.fusion_type=concat model.alignment_enabled=false model.alignment_target_weight=0.0,cuda,1,256,268.517,268.517,285.026,142.513,thop,1528.972,5,20,10.501
